Name,Hook Type,Instagram URL,Random Hook Generator Number,Schedule Date,Used??
A customer (insert result) and tried to avoid paying.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DHorGhlyi3x/,341,,No
My most complemented (insert noun) of (insert year).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDhpuYgRmps/,245,,No
"This is your (insert noun) on a regular day, this is you (insert noun) on (insert scenario).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFGFur-uB7M/,848,,No
People keep asking me what to do with (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DHTamvwsQu8/,801,,No
"X days/months/years ago I was (insert life event), because I was (insert action) instead of (insert action).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFuMWtZSSEx/,889,,No
After (insert time period) of having (insert bad result) come get my (insert noun) done with me.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DDf3qgvP54t/,31,,No
I was shocked when I found out (insert fact),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DCz5caZymCk/,682,,No
I am leaving my (insert salary) dream job at (insert company) to (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DH542doMca8/,802,,No
"(insert school) day #, my last (insert noun).",DAY IN THE LIFE INSPO HOOK,https://www.instagram.com/p/DICaRJ6BF2C/,251,,No
Hi I am (insert name) and I am a (insert negative label).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGCMTIdpcvQ/,244,,No
It looks like you haven't done (insert noun) since (insert time frame).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DETjcTPN0Zh/,899,,No
I don’t have a backup plan so this kind of needs to work...,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C7XpT7tPwCP/,167,,No
For people who (insert action) and are also into (insert noun) what the hell are we doing.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DAGWXZ5OnJ_/,441,,No
"I am letting (insert business type) companies, control my (insert noun).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DBUGNe5Pn5g/,741,,No
There is absolutely no reason for you to be (insert pain point) every single day just because you are trying to (insert dream result).,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DHaw56FzsOe/,207,,No
Let's see what your monthly payment would look like if you owned (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C5w9HV9Axfe/,766,,No
I made (insert $) doing (insert side hustle) as a side hustle.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DI1s4r7pwHv/,697,,No
I have a (insert metric) (insert noun) because this is one of my workouts/routines/steps/tips/strategies/methods.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DAB359mSW5F/,718,,No
This is how many (insert item) you need to (insert result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C-M1nkcNPAV/,624,,No
Every year we make the questionable decision of (insert decision).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DD1w5dTqaWa/,121,,No
Can you (insert dream result) after (insert shortcut),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/C6uGU4xxKV_/,751,,No
Here is how I (insert action) as a (insert label) (insert age).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C6Hkr_QRQ60/,643,,No
"This is an (insert noun), and this is an (insert noun).",COMPARISON INSPO HOOK,https://www.instagram.com/p/DHiMzqvR_MQ/,830,,No
If your getting (insert adjective) or know someone (insert adjective) there are # of incredulity important things you need to make sure you can do physically in order to (dream result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DEgJY7yOUYp/,863,,No
Almost everyone thinks they know how to (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DA9e_qHyahV/,660,,No
How long would it take you to go from (insert before state) like this (with pain point) to (insert dream result) with (insert desire).,COMPARISON INSPO HOOK,https://www.instagram.com/share/BAFmRk0wS1,230,,No
If your between the heights (insert height) to (insert height).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEaf5GfpUy7/,471,,No
My (insert noun) never (insert pain point) no matter what I do.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DBeJWwWOtMw/,356,,No
I (insert verb) for (insert time frame) and I got a (insert dream result).,AUTHORITY INSPO HOOK,https://www.instagram.com/p/DFEFOlTRacT/,102,,No
I have no idea why I have no (insert adjective/noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DE7egL7M38Z/,67,,No
I would do this before quitting your job.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C_D27RuxXHn/,722,,No
These are the products I use to keep (insert noun) (insert noun) and (insert adjective) as a (insert title).,AUTHORITY INSPO HOOK,https://www.instagram.com/p/DFZHR-Tvumy/,970,,No
"I (insert traumatic event) at (insert age) but it’s what happened after that, that actually changed my life.",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFGfX6NP6Pn/,780,,No
How to stop (insert verb).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C15ByRUp1Rv/,958,,No
Put a finger down if you told the entire internet you were going to create a (insert noun) without having any idea how to (insert action) or any idea how to start?,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGixMnEJ5l3/,125,,No
"This is (insert noun) at (insert metric), and it's perfect for (insert verb). This is (insert noun) at (insert metric).",COMPARISON INSPO HOOK,https://www.instagram.com/p/DFckqW0T8cM/,653,,No
Don't hate me but I don’t really mind (insert basic niche thing) but don;t worry I am going to show you how to make it way better.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIKPqy-TeZ9/,792,,No
My (insert noun) went from this to this in the last (insert time frame) and this is what I done.,AUTHORITY INSPO HOOK,https://www.instagram.com/share/BANskzjs_f,931,,No
You have (insert noun) tomorrow but you have no time to (insert action). Here’s how you save your (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/ultimateivyleagueguide/reel/CoNHORnOLUt/,560,,No
So it’s been a week and I am already on (insert number) of followers.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DI6pGLUN66W/,262,,No
"From being (insert state), to (insert state), back to (insert state), to (insert state), to now being (insert current state) in (insert time) I have built tons of knowledge when it comes to (insert result).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/C8Zs6wqx2bi/,264,,No
"X days/months/years, I ___",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DDvdqxIJcbe/,516,,No
Can you name something more terrifying than a (insert person) with a (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DH8UvF7NWHN/,520,,No
It has come to my attention that some of you guys think I am actually (insert result) when I do (insert content type).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DGrDjgDuxt0/,941,,No
"I went on # of (insert noun) this year, and here is the one trait I learned that you need to have to (insert dream result).",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DG7b8SAMjNJ/,341,,No
"I am (insert verb) a (insert noun), on my (insert noun).",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DIz0whmxWk5/,8,,No
You’ve heard of the viral (insert method/strategy/noun name) right? Well I invested that!,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DI9QVVaRbur/,123,,No
I feel really bad for saying this but sometimes you just need to (insert harsh truth).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DE-3lwtPE1v/,415,,No
The (insert noun) offers you a (option #1) and a (option #2) what do you choose?,COMPARISON INSPO HOOK,https://www.instagram.com/share/_-96Kqts3,356,,No
I have been pretty much doing the same (insert noun) for the past (insert time frame) and they have legit (insert dream result).,AUTHORITY INSPO HOOK,https://www.instagram.com/share/BAdIQWMjhm,206,,No
I took my (insert person) to (insert location) to try this (insert noun) and it actually caught something.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFG8vSONo9f/,178,,No
Why did it take me over # years to realize you can make (insert result) in # minutes.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHGjH0Gioy2/,530,,No
I have been a (insert title) for # years of my life I started when I was # years old working at (insert location/place) in (insert location).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DIo_nLOz7p1/,335,,No
Here is how we transformed my (insert persons) (insert location) from this to this using (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DCufP51puBN/,238,,No
"It cost (insert $) to build my own (insert noun), acting as my own general contractor. Here is the complete coast breakdown.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C_oT5Ibpvlf/,391,,No
If you (insert action) but don't when to (insert action). You could be losing up to (insert metric) of you (insert dream result) without even realizing it.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGLVKBUR6W0/,682,,No
"Growing up my parents used to get upset when I (insert action), (insert action), or (insert action) they would get frustrated.",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DD25g3ayYbg/,139,,No
"Did you know if you have a (insert noun), (insert noun), (insert noun), (insert noun), (insert noun) then you can (insert dream result).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGiv5Q0M1-Q/,222,,No
How to budget with a (insert $) salary using this special (insert name) technique.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDU0jMMN-gr/,165,,No
"If you are anything like me, you take your (insert event/item) very seriously.",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DBnbVTMSaJb/,384,,No
Living in a (insert adjective) household has led me to literally having (insert bad result).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DFqJbiIqCCH/,344,,No
Let’s (insert verb) our (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHvgHMqRVWI/,68,,No
This used to be my (insert noun) this is my (insert noun) now.,AUTHORITY INSPO HOOK,https://www.instagram.com/p/DDV4VwitJPo/,439,,No
Does your (insert person) (insert action) like this?,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEKcWm2Ipy-/,301,,No
You know when I started making (insert noun) I should have known this day would come.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DJANvPCTbH_/,166,,No
These are dumb things I have done in (insert stage) of (insert action) for my (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGwUdIEy0u_/,743,,No
This is the amount of (insert noun) you would lose per day in a (insert state).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGN4d45NAga/,602,,No
A quick guide to (insert verb) (insert noun) some basic and some unusual.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DCPkRMtodQd/,941,,No
I'm (insert age) and I'm not ashamed to admit that,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFOqo61NrJu/,950,,No
"I had this weird idea that if I added some (insert action), (insert action), (insert action), etc...",STORYTELLING INSPO HOOK,https://www.instagram.com/p/C-lMnQ4pCIs/,906,,No
Guys this is so nerdy but it’s the coolest thing I have ever done with my (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFpcFScJxjW/,197,,No
There is no doubt in my mind that (insert action) are the best (insert noun) for your (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFnjpQ1x5mZ/,577,,No
X years ago I was (insert action) because I (insert pain point).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DEq8rUQyR92/,754,,No
(Insert noun) (insert noun) (insert noun) where the 3 themes for this (insert noun). And you guys I delivered.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFQmtK9x_w_/,28,,No
What’s the most overrated (insert noun)?,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DDPtPtwMZ9h/,79,,No
My (insert person) told me he/she wanted a (insert noun) and instead of waiting around I decided to build it right now.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DD5GjKvx7d_/,344,,No
Is it possible for (insert avatar) to (insert dream result)?,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFkNykWxPoe/,342,,No
(insert before state) to (insert after state) in # simple steps in under # of seconds.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHD4frVya7Z/,718,,No
"One (insert noun), and # of my (insert noun) have the same (insert metric).",COMPARISON INSPO HOOK,https://www.instagram.com/p/DHCafPPxo3w/,101,,No
Here are # of things you have been putting off around the house that you can get done in # minutes.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DEd9agVJsuO/,232,,No
I’m gonna save you # of minutes off your next workout with # of simple tips.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/jeffnippard/reel/C9zuGtYJ8ck/,821,,No
Today I woke up and realized (insert realization).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DH-K4dER2wd/,110,,No
So I bought this (insert noun) last week and quickly realized I have no idea how to (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/share/BAE6C2ZZ78,788,,No
"We are now at day #, since starting my (insert project).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DCpBtQ8uz1R/,89,,No
If you told me # of years ago I’d be (insert dream result) I wouldn't have believed you.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGs6ZD6NMaE/,963,,No
X days/months/years ago I quit (insert habit),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/C-5yJQmoPsM/,726,,No
Your favorite (insert noun) hacks from (insert year).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DDprbmqSyib/,524,,No
This was the most popular (insert noun) in all of (insert year).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFT4wGoPISG/,138,,No
This is a picture of my (insert what picture is).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/C_njKwBOuLi/,153,,No
I am an X year old (insert occupation) from (insert location) and I just (insert action),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DDWIHZESamL/,337,,No
10 YEARS it took me from (insert before state) to (insert after state).,AUTHORITY INSPO HOOK,https://www.instagram.com/p/C8Cpii4PB1u/,285,,No
This is for the homies who promised (insert person/persons) and nice and fancy (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHZJfckxUnr/,444,,No
If you storing your (insert noun) in (insert noun) stop what you're doing and watch this video.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DE0ZdAMpZpp/,722,,No
What if I told you to (insert verb) # (insert noun) everyday?,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFKru9CSKpb/,570,,No
I am sick of hearing this word (insert word).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGyTRjPs-tM/,38,,No
I bought all the (insert noun) so you could find out which are the best in each category and which is not worth your money.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFtu2nnyrTW/,688,,No
(insert result) (insert noun) vs. (insert result) (insert noun).,COMPARISON INSPO HOOK,https://www.instagram.com/p/DFOBiz0ptWc/,981,,No
Worst thing you can do for your (insert thing) is to ignore your (insert noun) when (insert scenario).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFGZHpOpv9E/,912,,No
Last year I (insert verb) (insert noun) for (insert $).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DICMQXWOize/,82,,No
I am starting/started a (insert business) from scratch,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DDEBm2jOYMG/,19,,No
No your (insert noun) is not cause (insert result).,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DCeVnXro9Xd/,508,,No
"I think (insert noun) should be better than this, so i;ve been taking matters into my own hands.",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFq4B3uSYSh/,536,,No
Are you still (insert action)? I’ve got (insert result) in (insert time frame) and I have never (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C4YY12SxuRo/,812,,No
In 1 year I (insert verb) over (insert pounds) of (insert noun) in my extremely small (insert location).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFX2ud_OwT4/,771,,No
But it’s just an (insert noun) and it’s (insert positive) how bad could it be? Well this (insert noun) has the same amount of (insert metric) as # (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DD1SdWGv8WW/,237,,No
If you can’t solve this (insert problem) in under 5 seconds go back to (insert pre-qualifying stage).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C0g-j3EJuM6/,211,,No
I developed an X addiction so strong I physically can not stop (insert action),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/C-CPzwMReyb/,542,,No
My (insert person) lives (insert exact number of miles) away from my house.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DJAO6ULRkvZ/,933,,No
If your (insert current state) then the easiest way to have (insert dream state) is to have (insert result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGefW1ANb0D/,666,,No
I (insert action) all of the (insert noun) you want with all the (insert adjective) that you need.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGd_iXpxGxe/,731,,No
Day # of (insert action) until I (insert dream result).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DG3uAhCPeDB/,693,,No
"What if I told you, you could (insert action) for only (insert low cost).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGjhMiPO7bd/,172,,No
Here’s a quick what to (insert result) (insert metric) of you (insert noun) legally.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDmhkgqO1FN/,300,,No
X years ago I decided to (insert decision).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C-IOTqUtbth/,131,,No
Today my kids (insert noun) is due. So let’s (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DEEFWvqttJd/,338,,No
I think I got (insert verb).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGN51kGIU51/,249,,No
"This is you (insert noun) when you (insert action), and this is your (insert noun) when you (insert action).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHI7KYmOgHL/,818,,No
"(Insert noun) loses (Insert noun) on this, so they can make (insert noun) on this.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/marktilbury/reel/DEkDrvSojnz/,683,,No
If you don’t want to fail (insert life event).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C-TyArttuFT/,548,,No
I finally built it. For the last # years I've been turning (insert noun) into (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DIxSSv5KcRv/,680,,No
When you're sad but then you remember you have (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DA1P8ANJxjv/,188,,No
I jumped my (insert noun) from (insert before state) to (insert dream result).,AUTHORITY INSPO HOOK,https://www.instagram.com/p/DFsVpDVOAGf/,742,,No
Let's find out what (insert noun) you are in # steps.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHXLZyrSP0w/,322,,No
(insert industry) tier list for (insert year).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DEirLE_s0QS/,784,,No
You know the feminine urge to open (insert business),STORYTELLING INSPO HOOK,https://www.instagram.com/p/DChR0akynLv/,150,,No
"(insert company) did not sponsor me this year, so here is how to make their (insert noun) at home.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DCkHvJ1z-al/,115,,No
(insert time) I started accepting the choice to (insert drastic change).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DHrVRsRyA1t/,853,,No
"If you want to be the (insert adjective) person in the room, it all starts when you (insert action).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DDxd-jpvwNz/,139,,No
Would you feel more (insert trait) in this (insert noun) or this one?,COMPARISON INSPO HOOK,https://www.instagram.com/p/DGYr4vMKo3T/,571,,No
This is everything I bought at (insert store) today to stay (insert adjective) at (insert age).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDaqJN4P--I/,175,,No
This is what a full (insert time) (insert action) looks like at top # (insert school) in (insert location).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFbEwDjTJh-/,501,,No
"In (insert time), I went from (insert before state) to (insert after state).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFfnKFWusVf/,205,,No
Let’s see what’s inside (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C9z8e7aO6Z4/,342,,No
"You guys know this look, when someone perfectly (insert action) and (insert action) I am obsessed with this (insert noun).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDpulHmx30Z/,206,,No
"Me and my (insert person) are supposed to be (insert action), but instead we (insert action).",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DHjhY8Vx2bw/,153,,No
Stop using (insert item) for (insert result).,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DBe3QaNyQEi/,89,,No
This is the story of how I managed to do (insert achievement).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DCg1__Wsy7F/,515,,No
This is every way to make (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIxgLtupDzP/,79,,No
Ever since I was (insert adjective) my (insert person) made it very clear to me that he/she was (insert adjective) about certain aspects of (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/CRZU6CDBcuY/,233,,No
Come to work with me as a (insert title).,DAY IN THE LIFE INSPO HOOK,https://www.instagram.com/p/DEtaTDvsV6J/,676,,No
"With the (insert life event) coming, it’s time to (insert action).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DC2fx6XOD5c/,343,,No
So this is (insert weight) of (insert noun) if I (insert verb) that to a (insert noun) what is that equivalent to for humans.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFhtYRTynQA/,412,,No
(insert noun) I would make for you based on your favorite (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DF-hWdEu9Pr/,218,,No
A little over (insert time) ago I posted a video about the benefits of (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DG8iDwOuA6R/,873,,No
X years ago my (insert person) told me (insert quote).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C84meBcM9NB/,227,,No
"(insert noun) is my second (insert noun) and here are the # (insert noun) I did over, and over, and over again to improve my (insert noun).",AUTHORITY INSPO HOOK,https://www.instagram.com/p/DFSbi04zM8c/,943,,No
This is how I got my (insert noun) from this to this completely natural.,AUTHORITY INSPO HOOK,https://www.instagram.com/p/DFJJImVx2VW/,535,,No
If you're a (target audience) and you want to become (insert dream result) by (insert action) then listen to this video because you have such a big advantage and I will tell you how to conquer it.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DE9tW4dyxlJ/,804,,No
Everyone is complimenting on my (insert noun) because of one (insert noun) routine that I do.,AUTHORITY INSPO HOOK,https://www.instagram.com/p/C-NrgKvR4KS/,779,,No
It’s also super hard to get (insert result) especially with the (insert condition).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DENwo4Fvh6f/,861,,No
(insert noun) is my second (insert noun) so here are # of (insert noun) that I used to do a lot and I recommend my students as well.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFfX1XQTzfP/,176,,No
"This was me when I was (insert pain point), (insert pain point), and (insert pain point).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/C5TmBcrrTxF/,615,,No
I am going to hold you hand while I tell you this. If you only have # of (insert noun) you are not doing it the right way.,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DCZ9dK9Jjlw/,161,,No
(insert year) I met my (insert person) when working at (insert job).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DHrK16iM1-B/,995,,No
"(insert noun) is believed to be super bad for us. Causing (insert symptom), (insert symptom), (insert symptom), and even (insert symptom).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DIMbDQhsNyG/,97,,No
If you (insert verb) this (insert noun) this is the amount of (insert noun) your body would (insert result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFGDnHYg6hf/,844,,No
I am trying a different (insert noun) for each letter of the alphabet.,RANDOM INSPO HOOK,https://www.instagram.com/p/DFdgmSDx5h7/,924,,No
(insert industry) tier list for 2025.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DG1WCj0PIML/,890,,No
Here are # of pricing mistakes we made when starting our (insert business).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGmFoxiSikU/,420,,No
So I (insert shocking action) for over (insert time frame),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/C94_dh1JEeE/,142,,No
Do you feel (insert pain point) by your (insert noun) consistent (insert pain point).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DCXqEOfya7M/,162,,No
"Would you buy a house with no (insert noun), well my (insert person) did!",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DDxL49LJwSV/,27,,No
If you have a (insert noun) and you see that the (insert noun) is (insert observation) that's a dead giveaway that they are (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DBZtE6ERLOK/,594,,No
"The lack of clinical studies on (insert noun) isn't because it doesn't work, it's because...",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHjYM2oukHZ/,147,,No
I am about to go on the biggest bender of my entire life!,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DI4JR8TOMdS/,951,,No
You should be able to look at her/his (insert noun) and see if come up to her/his (insert noun) here.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DIj99kYuTk0/,938,,No
So I just turned (insert age),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DAfc0ZsRA_f/,512,,No
This is how much (insert noun) you would lose at the end of the day with a (insert metric) (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFFuLlcK9j4/,508,,No
Why is it we are all so stressed about (insert noun) but we also all have a (insert noun) in (insert location).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFtSk25uUH_/,40,,No
Did you know our chicken is dunked in chlorine?,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGGSGPGoKMa/,266,,No
Hi I am (insert name) and I have been secretly (insert action) for # years.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DIz_U_1NY5J/,707,,No
"If you are anything like me, you take your (insert action) very seriously",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DBnbVTMSaJb/,187,,No
This is how my (insert event/item/result) changed my life.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C9t1s7myhI7/,12,,No
Build a (insert noun) with me while I (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DFESQ5bMLUy/,288,,No
"(insert action) I have never (insert action) before, to prove (insert action) is easy.",MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DDh_Y0PzPi9/,910,,No
Here are (insert #) of (insert noun) from (insert noun) that I am going to (insert verb) in (insert time frame).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGwvVNDMQBA/,91,,No
The ultimate assembly video of my (insert huge metric) (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DG6zBv9xjKN/,603,,No
"This is (insert metric) of (insert noun) for (insert price), and this is also (insert metric) of (insert noun) for (insert price).",COMPARISON INSPO HOOK,https://www.instagram.com/p/DCj8U4WJPmj/,647,,No
You're losing your boyfriend/girlfriend this week to (insert event/hobby).,RANDOM INSPO HOOK,https://www.instagram.com/p/C_d78KaSl4e/,422,,No
If I only had (insert time frame) in the (insert location/place) this is exactly what I would do to get (insert dream result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C-9slRRoYAA/,237,,No
How I married my middle school/highschool/college girlfriend/boyfriend.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DCcFOykRggl/,360,,No
"Come with me to earn $ per day, with (insert avenue).",DAY IN THE LIFE INSPO HOOK,https://www.instagram.com/reel/DHXVJGsRKa1/,262,,No
I am (insert life event) in (insert time frame) and I just wrote a letter that I wish my (insert age) self would have read.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DFf7WpdREbp/,346,,No
If you have when you see a girl and she just has (insert dream result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFNwwbpvxzi/,733,,No
This week in fatherhood/motherhood I am please to report that I (insert result).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DF3nqffSL7r/,455,,No
